Time (s),Speed (km/h)
0.0,24.29564118761843
0.05,24.820036416335313
0.1,25.286165508528057
0.15000000000000002,23.375868603916558
0.2,23.375868603916516
0.25,25.043588123815468
0.30000000000000004,22.82400505369553
0.35000000000000003,22.8240050536954
0.4,24.860471784401255
0.45,25.1147290547743
0.5,24.44943469404454
0.55,25.298018385615237
0.6000000000000001,25.2012634238786
0.65,25.016022511916304
0.7000000000000001,26.55969677826903
0.75,25.016022511916333
0.8,23.904577040142357
0.8500000000000001,25.65407454200873
0.9,26.030437029805185
0.9500000000000001,25.953253316487604
1.0,26.55969677826903
1.05,25.44825130649508
1.1,24.84548325963351
1.1500000000000001,26.15540113708144
1.2000000000000002,26.55969677826903
1.25,26.559696778269114
1.3,26.55969677826903
1.35,27.16614024005048
1.4000000000000001,27.33594440934931
1.4500000000000002,26.55969677826907
1.5,27.042298101539316
1.55,55.42640555906473
1.6,77.87321055444836
1.6500000000000001,100.0
1.7000000000000002,96.40332377666552
1.75,74.59001895135792
1.8,62.88569428675892
1.85,52.09496484268155
1.9000000000000001,49.32203092924384
1.9500000000000002,46.51168667087795
2.0,38.02147820593798
2.0500000000000003,35.84232469993674
2.1,34.478745764658484
2.15,30.276092574513257
2.2,25.32255211623493
2.25,21.303853442830004
2.3000000000000003,29.842577384712484
2.35,35.833616793818834
2.4000000000000004,31.261966081928122
2.45,25.71067593177503
2.5,21.538215194192233
2.5500000000000003,14.709423993567981
2.6,8.621410175421559
2.6500000000000004,4.909665192672151
2.7,6.679377476597963
2.75,9.457991156032847
2.8000000000000003,7.958421868718759
2.85,4.485154769425122
2.9000000000000004,4.0
2.95,10.689429922068257
3.0,16.799502964878897
3.0500000000000003,15.966155132075642
3.1,14.176121288692343
3.1500000000000004,16.540515706655867
3.2,16.16047780393957
3.25,17.38218572331013
3.3000000000000003,19.003411244472517
3.35,19.706885660138937
3.4000000000000004,19.74010821500171
3.45,20.454089993321503
3.5,21.73185551025101
3.5500000000000003,22.527936245687258
3.6,22.94987387849038
3.6500000000000004,23.324480500049845
3.7,23.63553666800658
3.75,24.169206914374257
3.8000000000000003,22.338850284270194
3.85,22.73910296904603
3.9000000000000004,24.012634238787086
3.95,24.437144662034015
4.0,25.189134554643076
4.05,24.594819962097176
4.1000000000000005,24.49778900821221
4.15,24.86165508528103
4.2,24.676414173318634
4.25,25.65407454200873
4.3,25.880480101073886
4.3500000000000005,24.578648136449743
4.4,25.468098547062468
4.45,27.578521794061814
4.5,26.220088439671372
4.55,26.2200884396715
4.6000000000000005,26.984207201516043
4.65,26.069877059137923
4.7,26.559696778269
4.75,26.55969677826903
4.800000000000001,31.087807959570398
4.8500000000000005,69.1651065296036
4.9,94.48136449778843
4.95,89.55704358812366
5.0,87.90751737207805
5.050000000000001,54.775489576752726
5.1000000000000005,32.0783322804801
5.15,54.577384712570876
5.2,67.51116981565471
5.25,37.71825647504723
5.300000000000001,35.38951358180654
5.3500000000000005,31.01705622236244
5.4,11.619783731559622
5.45,12.793430195830751
5.5,24.295641187618386
5.550000000000001,20.921327566936995
5.6000000000000005,16.404525354620034
5.65,11.071130764371432
5.7,7.820593809223098
5.75,6.728995578016523
5.800000000000001,10.64055590650662
5.8500000000000005,10.428300694883248
5.9,11.40081548268526
5.95,14.576373973467895
6.0,18.142261528742864
6.050000000000001,16.767656348704804
6.1000000000000005,14.956411876184376
6.15,18.686958019870218
6.2,19.114437047475477
6.25,21.125963360707516
6.300000000000001,20.045391374260618
6.3500000000000005,17.472374750959716
6.4,21.321232452820112
6.45,47.191512597825096
6.5,51.87871171605045
6.550000000000001,44.41339229311451
6.6000000000000005,40.601195393361834
6.65,38.27618445988601
6.7,28.27538046287252
6.75,17.359398150806996
6.800000000000001,16.371446620341203
6.8500000000000005,20.028767189853696
6.9,18.918509159823188
6.95,15.52242577384719
7.0,14.84320909665172
7.050000000000001,14.95641187618429
7.1000000000000005,16.861266339472365
7.15,19.828174352495225
7.2,21.083512318382787
7.25,21.474133254059637
7.300000000000001,21.174478837649872
7.3500000000000005,22.453523229770695
7.4,46.08717624763082
7.45,69.53558835352915
7.5,63.74680985470682
7.550000000000001,39.46481364497779
7.6000000000000005,40.37043588123794
7.65,33.72953198884879
7.7,21.603035040185773
7.75,16.597808677862943
7.800000000000001,13.969930511686783
7.8500000000000005,14.333796588755433
7.9,16.803675414919695
7.95,12.975363234365233
8.0,10.432840913313669
8.05,17.205030724171536
8.1,16.371446620341317
8.15,17.27706885660146
8.200000000000001,18.166519267213985
8.25,19.282375236891923
8.3,19.294504106127533
8.35,17.7420088439672
8.4,19.786189805141106
8.450000000000001,19.798403491644166
8.5,19.094844258710438
8.55,20.91977258370183
8.6,21.62901956280129
8.65,22.310733360133298
8.700000000000001,21.918382817435187
8.75,23.054764565819454
8.8,22.73910296904603
8.85,20.78635502210986
8.9,22.130140868068423
8.950000000000001,24.073354356300754
9.0,22.70767827428024
9.05,22.3563202994371
9.1,22.363108022741557
9.15,22.715778220515972
9.200000000000001,24.012634238787044
9.25,24.635249526215944
9.3,24.44118761844601
9.35,24.67641417331876
9.4,24.6352495262159
9.450000000000001,24.099713299965885
9.5,24.40957905013491
9.55,25.88794402060347
9.600000000000001,25.031459254579815
9.65,24.93883879859868
9.700000000000001,25.645366635890852
9.75,25.993682880606315
9.8,26.908013022984477
9.850000000000001,25.286165508527972
9.9,25.144662034112358
9.950000000000001,26.55969677826903
10.0,26.559696778269
10.05,55.88950783896998
10.100000000000001,88.53821857233022
10.15,75.80290587492084
10.200000000000001,63.577005685407116
10.25,57.891734453946654
10.3,41.66647021752366
10.350000000000001,27.91335014558004
10.4,20.195982473477713
10.450000000000001,16.371446620341047
10.5,13.994188250157904
10.55,15.27271376017238
10.600000000000001,19.07287658645832
10.65,18.73326824786075
10.700000000000001,19.59772583701833
10.75,17.050663297536147
10.8,15.395072646872748
10.850000000000001,21.46557169930513
10.9,23.575994946304476
10.950000000000001,26.0304370298053
11.0,26.559696778269
11.05,21.578774478837545
11.100000000000001,16.654453569172404
11.15,19.858963020554896
11.200000000000001,18.182691092861532
11.25,18.918509159822932
11.3,21.48982943777638
11.350000000000001,20.485154769425094
11.4,21.639729821662897
11.450000000000001,22.823428737561372
11.5,23.565713806406933
11.55,23.131269740997965
11.600000000000001,21.821351863550262
11.65,21.169463600455188
11.700000000000001,23.343848620856562
11.75,23.67302590018943
11.8,22.793131568368352
11.850000000000001,22.969551484523052
11.9,24.158180669614467
11.950000000000001,25.654074542008644
12.0,25.286165508528057
12.05,23.333417561591887
12.100000000000001,24.336805834721176
12.15,25.468098547062425
12.200000000000001,24.012634238787044
12.25,25.468098547062596
12.3,25.887944020603527
12.350000000000001,25.88794402060344
12.4,25.887944020603385
12.450000000000001,24.409579050135022
12.5,25.144662034112557
12.55,25.540871762476087
12.600000000000001,25.448251306494925
12.65,26.55969677826907
12.700000000000001,26.30998476459429
12.75,26.220088439671457
12.8,27.331894965285215
12.850000000000001,27.444752640676086
12.9,26.559696778269114
12.950000000000001,26.55969677826903
13.0,27.586207795301988
13.05,32.66587755554934
13.100000000000001,58.65268477574281
13.15,58.65268477574281
13.200000000000001,37.85167403663901
13.25,37.70612760581196
13.3,32.9374605180044
13.350000000000001,21.448924231726608
13.4,19.112571067593066
13.450000000000001,19.49463044851545
13.5,19.767530006317003
13.55,18.85786481364491
13.600000000000001,23.588123815540172
13.65,20.192040429563946
13.700000000000001,16.795957043587862
13.75,21.9385975994946
13.8,20.344864181932934
13.850000000000001,20.2113093178114
13.9,19.502517979531873
13.950000000000001,22.28660284756296
14.0,22.31459254579896
14.05,20.607643924703822
14.100000000000001,22.982708676739406
14.15,22.739102969045945
14.200000000000001,21.4655716993051
14.25,23.132739906966137
14.3,23.711617756848298
14.350000000000001,22.391776259116753
14.4,24.001056681789464
14.450000000000001,22.82400505369536
14.5,21.89008212255183
14.55,23.53152242577376
14.600000000000001,24.864508936865974
14.65,25.10423246999366
